price,brand,yearOfRegistration,odometer,powerPS,notRepairedDamage
4200,nissan,2006,70000,65.0,no
68900,porsche,2014,30000,258.0,no
8999,audi,2009,150000,90.0,no
4200,nissan,2008,100000,65.0,no
3999,audi,1999,80000,125.0,no
3700,audi,1995,150000,290.0,no
1850,volkswagen,1998,150000,101.0,yes
10950,bmw,2008,125000,177.0,no
1990,bmw,2001,150000,116.0,no
3990,volkswagen,2005,150000,75.0,unknown
350,skoda,1995,125000,55.0,yes
5999,mazda,2008,100000,105.0,no
250,volkswagen,1995,150000,,unknown
500,audi,1997,150000,125.0,yes
32500,mercedes_benz,2013,60000,224.0,no
800,fiat,2002,150000,133.0,yes
4550,bmw,2005,150000,116.0,no
2350,fiat,2008,150000,84.0,yes
855,bmw,1995,150000,75.0,unknown
1490,volkswagen,1998,150000,110.0,no
5000,volkswagen,1980,150000,110.0,no
4800,volkswagen,2005,150000,105.0,no
5250,audi,2002,100000,150.0,no
3950,volkswagen,2005,150000,,no
3450,opel,2005,150000,177.0,no
2950,volkswagen,2004,150000,105.0,no
6850,peugeot,2007,150000,120.0,no
1699,opel,2004,125000,125.0,no
7250,bmw,2003,150000,231.0,no
1500,audi,1995,150000,100.0,no
3400,volkswagen,2002,150000,101.0,unknown
45900,mercedes_benz,2011,50000,487.0,no
1350,opel,1994,150000,125.0,unknown
1600,audi,1990,125000,133.0,no
11300,bmw,2006,150000,177.0,no
9980,ford,1992,80000,228.0,no
150,seat,1999,150000,,unknown
5890,ford,2006,150000,204.0,no
15900,volkswagen,2011,80000,140.0,no
1350,bmw,1995,150000,193.0,no
350,renault,1997,150000,90.0,yes
11750,audi,2008,150000,239.0,no
6950,volkswagen,2009,50000,60.0,no
695,ford,2001,125000,60.0,no
1350,nissan,1984,100000,75.0,no
1000,mercedes_benz,1960,150000,,unknown
6999,mercedes_benz,2004,150000,177.0,no
7990,volkswagen,1996,150000,190.0,unknown
2300,volkswagen,2002,150000,101.0,no
1500,opel,2000,150000,58.0,no
2180,opel,2000,150000,147.0,no
7900,skoda,2011,90000,75.0,no
5800,mercedes_benz,2003,150000,204.0,no
2999,volkswagen,2006,150000,140.0,no
19950,volkswagen,2011,70000,211.0,no
3000,bmw,2003,150000,116.0,no
9990,volkswagen,2006,150000,224.0,no
9750,bmw,2005,100000,163.0,no
1800,opel,2005,150000,125.0,unknown
4800,opel,2008,90000,80.0,no
3500,mercedes_benz,2005,150000,116.0,no
1200,renault,2003,125000,75.0,no
6300,mazda,2006,125000,167.0,no
5200,volkswagen,2001,5000,60.0,no
12500,nissan,2004,150000,280.0,no
999,ford,2016,150000,,unknown
799,audi,1994,150000,,no
950,fiat,1999,125000,55.0,no
7950,audi,2008,150000,232.0,no
1380,renault,2003,125000,58.0,no
22500,porsche,2001,150000,300.0,no
10990,skoda,2008,150000,140.0,no
4200,opel,2005,150000,,no
22222,mercedes_benz,2011,100000,204.0,unknown
7800,volkswagen,2007,150000,140.0,no
163991,porsche,2014,10000,476.0,no
3550,mercedes_benz,2001,150000,129.0,no
500,ford,1998,50000,60.0,unknown
6666,mazda,2006,125000,166.0,no
6450,seat,2012,40000,60.0,no
4650,smart,2005,150000,82.0,no
22950,bmw,2011,70000,204.0,no
11389,volkswagen,2008,150000,170.0,no
5600,smart,2011,40000,84.0,no
4949,bmw,2002,150000,150.0,no
23850,porsche,2008,100000,290.0,no
550,volkswagen,1992,150000,60.0,no
15000,mercedes_benz,2006,150000,204.0,no
4800,bmw,1995,150000,193.0,no
1299,opel,1999,150000,116.0,no
5500,honda,2008,150000,140.0,no
16900,porsche,2004,125000,228.0,no
7999,skoda,2012,150000,140.0,no
990,opel,2008,70000,100.0,yes
9500,audi,2010,150000,140.0,no
5100,opel,2006,80000,140.0,unknown
3200,chrysler,2006,150000,150.0,no
15500,seat,2013,30000,122.0,no
1650,audi,1999,150000,,no
750,volkswagen,1994,150000,75.0,no
2400,ford,2006,150000,60.0,no
3490,volkswagen,2004,100000,64.0,no
7800,fiat,2010,70000,69.0,no
8500,volkswagen,2005,125000,102.0,no
11350,audi,2010,150000,179.0,no
45500,porsche,1981,70000,204.0,no
4500,mazda,2007,150000,84.0,no
3000,mercedes_benz,1995,125000,122.0,no
1850,opel,2005,150000,101.0,yes
31900,mercedes_benz,2013,40000,170.0,no
3900,volkswagen,1997,80000,75.0,no
6000,bmw,2003,150000,170.0,no
1100,mitsubishi,2003,125000,122.0,no
1299,opel,2000,125000,58.0,no
6900,smart,2009,30000,71.0,no
3750,toyota,2004,90000,68.0,no
495,renault,1999,150000,107.0,yes
3750,bmw,2003,150000,116.0,no
3250,fiat,2007,125000,90.0,no
2100,renault,2007,150000,131.0,no
4000,ford,2005,150000,101.0,no
22000,audi,2013,80000,150.0,no
15000,bmw,2007,150000,272.0,no
1400,mercedes_benz,1998,150000,122.0,yes
950,mercedes_benz,1998,150000,82.0,unknown
6650,fiat,2012,60000,69.0,no
800,renault,2000,150000,,no
1390,volkswagen,1998,150000,75.0,no
5800,suzuki,2006,100000,184.0,unknown
8390,hyundai,2012,125000,90.0,no
14350,citroen,2010,125000,156.0,no
2750,bmw,2004,150000,,no
750,volkswagen,1997,150000,,unknown
22750,audi,2006,100000,326.0,no
6000,bmw,1994,150000,192.0,no
1400,renault,1996,150000,107.0,no
2400,volkswagen,2001,90000,75.0,no
4500,kia,2006,150000,185.0,yes
11690,ford,2008,125000,136.0,no
4499,opel,2005,125000,101.0,no
680,volkswagen,1998,150000,50.0,no
2250,volvo,1997,150000,126.0,no
3800,mercedes_benz,2000,125000,163.0,no
450,opel,1994,150000,75.0,no
3999,audi,2001,150000,160.0,no
4999,volkswagen,2010,60000,,unknown
890,daewoo,2004,125000,75.0,no
1950,volkswagen,1994,150000,75.0,no
7000,audi,1999,5000,225.0,no
8500,volkswagen,1971,100000,50.0,unknown
3750,bmw,2002,150000,350.0,yes
5500,opel,2005,125000,125.0,no
1500,honda,1997,150000,133.0,no
850,volkswagen,1998,150000,75.0,no
23999,mercedes_benz,2010,80000,224.0,no
500,opel,2000,125000,65.0,no
300,renault,2016,150000,,yes
30900,mazda,2015,20000,175.0,no
8500,bmw,2005,150000,218.0,no
1850,renault,2003,100000,58.0,no
7600,saab,2005,150000,150.0,no
5000,opel,2007,150000,,no
300,fiat,2001,150000,80.0,yes
2999,mercedes_benz,2001,150000,163.0,no
5500,peugeot,2007,80000,109.0,no
5500,bmw,2005,150000,,no
3850,mercedes_benz,2000,150000,218.0,no
8500,ford,1961,20000,,no
47900,mercedes_benz,2014,20000,,unknown
1149,ford,2000,150000,60.0,no
10950,nissan,2009,125000,141.0,no
4000,citroen,2008,150000,108.0,unknown
12490,mercedes_benz,2005,125000,,no
9999,peugeot,2009,20000,120.0,no
4400,suzuki,2001,125000,,unknown
2750,volkswagen,2001,150000,75.0,no
7200,suzuki,2008,70000,86.0,unknown
2600,volkswagen,2001,150000,60.0,no
1999,mercedes_benz,1996,150000,,unknown
2990,mercedes_benz,2002,125000,102.0,no
1750,mercedes_benz,1998,150000,102.0,no
6900,mercedes_benz,2002,150000,130.0,unknown
25000,bmw,2012,70000,204.0,no
630,mercedes_benz,1995,150000,136.0,no
9300,citroen,2010,30000,136.0,no
48490,land_rover,2016,5000,179.0,no
850,ford,1997,125000,,unknown
1100,audi,2000,150000,180.0,no
10975,dacia,2014,20000,90.0,no
2500,bmw,2003,150000,143.0,no
1499,volkswagen,1999,150000,75.0,no
950,audi,2001,150000,150.0,yes
4850,volvo,2004,150000,170.0,no
750,skoda,1999,150000,110.0,no
16899,seat,2014,50000,140.0,no
2500,suzuki,1999,50000,54.0,no
900,lancia,2000,150000,60.0,no
12900,jaguar,2006,150000,207.0,no
15000,volkswagen,2011,80000,140.0,no
1890,bmw,2002,150000,143.0,yes
3450,opel,1999,125000,170.0,yes
5900,renault,2009,50000,111.0,no
700,renault,2002,150000,75.0,no
18500,mercedes_benz,2013,40000,122.0,unknown
950,volkswagen,1995,150000,,unknown
3550,peugeot,2005,150000,136.0,no
3200,audi,2004,150000,140.0,no
1250,ford,1995,80000,90.0,no
16500,audi,2006,125000,349.0,no
7700,mercedes_benz,1979,150000,156.0,unknown
490,peugeot,1997,150000,60.0,unknown
1550,fiat,2004,70000,54.0,no
1450,volkswagen,2001,150000,60.0,unknown
500,rover,1996,150000,111.0,no
10900,bmw,2011,100000,106.0,no
3300,mazda,2004,150000,141.0,no
18900,mercedes_benz,2002,90000,354.0,no
999,mitsubishi,1996,150000,90.0,unknown
2300,nissan,2000,150000,114.0,no
5100,opel,2008,150000,150.0,unknown
1150,opel,1999,150000,103.0,no
7990,volkswagen,2009,125000,102.0,no
5700,audi,2003,125000,131.0,no
850,ford,2001,150000,145.0,no
7190,mercedes_benz,2003,150000,150.0,unknown
6990,nissan,2009,80000,110.0,no
499,volkswagen,1991,150000,45.0,no
4499,smart,2006,125000,82.0,no
749,volkswagen,2000,5000,50.0,yes
9999,fiat,2010,30000,69.0,no
6400,bmw,2005,150000,150.0,unknown
2850,daewoo,2004,150000,122.0,no
7250,suzuki,2007,150000,129.0,no
9250,toyota,2011,150000,124.0,unknown
6299,volkswagen,2007,150000,170.0,no
6800,bmw,2006,150000,177.0,no
10000,volkswagen,2010,70000,86.0,no
1199,opel,1998,125000,75.0,no
999,mercedes_benz,1999,150000,102.0,no
980,opel,1999,150000,101.0,no
1350,peugeot,2003,150000,75.0,no
1600,smart,2001,125000,41.0,no
11200,volkswagen,2007,70000,150.0,no
900,saab,1988,150000,110.0,no
6900,ford,2011,150000,86.0,no
39500,audi,2014,30000,190.0,no
3000,opel,2003,150000,103.0,no
2500,mitsubishi,2005,150000,160.0,yes
500,nissan,1997,150000,99.0,yes
42990,audi,2015,20000,224.0,no
5500,fiat,2011,70000,68.0,no
1650,ford,2003,150000,116.0,no
395,opel,1995,150000,60.0,no
2000,bmw,2003,150000,193.0,yes
22500,audi,2014,60000,150.0,no
14499,bmw,2006,100000,179.0,no
10990,mercedes_benz,2007,150000,224.0,no
5000,audi,2000,125000,,no
3560,mercedes_benz,1996,150000,129.0,no
1500,mercedes_benz,2000,150000,143.0,yes
1500,audi,1999,150000,165.0,no
6750,opel,2012,50000,69.0,no
4700,volkswagen,2008,80000,60.0,no
650,peugeot,1997,150000,75.0,unknown
1300,volkswagen,2002,150000,64.0,yes
13000,ford,1968,90000,349.0,no
3990,skoda,2003,150000,90.0,no
2900,skoda,2007,90000,101.0,yes
450,toyota,1997,150000,90.0,unknown
1400,volkswagen,1995,125000,75.0,no
2333,volkswagen,2004,150000,,no
89,opel,2005,150000,69.0,unknown
2400,mercedes_benz,2000,150000,90.0,no
4700,ford,2009,80000,,unknown
1450,volkswagen,2016,150000,,unknown
2400,alfa_romeo,2002,150000,166.0,no
7600,volkswagen,2004,150000,140.0,unknown
11499,audi,2010,150000,143.0,no
5390,bmw,2002,150000,231.0,no
1100,peugeot,2000,150000,75.0,no
1180,ford,1999,150000,107.0,unknown
1200,volkswagen,1998,150000,75.0,unknown
2850,volkswagen,2001,150000,,no
980,skoda,2001,100000,75.0,yes
4500,volkswagen,2005,150000,140.0,no
2200,opel,2016,150000,211.0,yes
1350,ford,1999,100000,131.0,no
4750,volkswagen,1975,150000,46.0,no
670,peugeot,1998,125000,75.0,no
7500,audi,2005,150000,,no
14700,audi,2011,90000,143.0,no
15890,ford,2010,60000,226.0,no
1290,renault,2003,150000,113.0,yes
1200,volkswagen,1995,150000,116.0,no
12900,volkswagen,2012,150000,140.0,no
950,audi,1997,150000,101.0,no
1100,ford,2006,150000,69.0,yes
46990,volkswagen,2013,50000,180.0,no
800,volkswagen,1995,125000,,unknown
2200,renault,2003,150000,150.0,no
7500,audi,2007,150000,140.0,yes
3200,renault,2007,125000,75.0,no
2500,smart,2006,150000,61.0,no
13000,bmw,2011,50000,143.0,no
500,bmw,1997,150000,170.0,yes
8950,volkswagen,2006,150000,170.0,no
400,volkswagen,1993,125000,60.0,no
32999,mercedes_benz,1976,150000,185.0,no
999,subaru,1996,150000,116.0,unknown
12450,mercedes_benz,2008,150000,224.0,no
2250,renault,2002,125000,177.0,no
700,citroen,2000,125000,60.0,yes
4800,ford,2008,125000,116.0,no
1234566,bmw,1999,150000,190.0,unknown
5800,opel,2009,70000,105.0,no
4860,audi,2007,150000,140.0,no
790,volkswagen,1999,150000,67.0,unknown
1300,audi,1997,150000,193.0,yes
1300,mercedes_benz,1993,150000,,unknown
36999,ford,2015,20000,179.0,no
3200,audi,2005,150000,,unknown
1350,kia,2002,150000,145.0,no
4444,mercedes_benz,2001,150000,367.0,no
2000,smart,2003,150000,,no
200,opel,2000,150000,65.0,unknown
13000,sonstige_autos,2004,150000,345.0,no
600,seat,2003,150000,64.0,yes
4990,opel,2008,150000,140.0,no
200,volkswagen,1998,150000,65.0,yes
8500,mercedes_benz,2010,125000,95.0,no
2450,ford,2003,150000,100.0,no
3450,opel,2002,150000,147.0,no
5650,volkswagen,2007,100000,80.0,unknown
7450,volkswagen,2006,150000,140.0,no
3900,opel,2007,150000,101.0,no
749,opel,1999,150000,65.0,no
15999,volkswagen,2001,150000,489.0,no
5650,skoda,2009,30000,60.0,no
5870,volkswagen,2006,150000,140.0,no
2800,toyota,2005,150000,116.0,no
850,chrysler,1997,150000,167.0,no
1700,ford,2003,150000,80.0,no
400,renault,1999,90000,58.0,yes
27900,audi,2009,100000,239.0,no
1300,volkswagen,1998,150000,75.0,unknown
2800,bmw,1994,150000,140.0,no
7600,seat,2014,40000,60.0,no
5999,mazda,2006,80000,166.0,no
6300,bmw,2002,150000,231.0,unknown
4900,volkswagen,2008,150000,140.0,no
2350,peugeot,2003,150000,109.0,unknown
1490,bmw,1998,150000,116.0,no
500,audi,1997,150000,101.0,yes
1000,peugeot,1997,150000,90.0,yes
5999,ford,2009,125000,120.0,no
6900,mercedes_benz,2004,10000,143.0,unknown
900,volkswagen,1999,150000,50.0,unknown
250,ford,2005,150000,,unknown
15900,opel,2008,30000,264.0,no
2400,bmw,2000,150000,136.0,no
2100,ford,2003,150000,69.0,unknown
8599,mercedes_benz,2003,150000,163.0,no
21049,bmw,2011,125000,306.0,no
2500,nissan,2006,100000,65.0,no
500,ford,1997,150000,50.0,no
699,peugeot,1997,150000,108.0,no
555,volkswagen,2000,150000,60.0,no
270,ford,2001,150000,,unknown
2900,ford,2003,125000,115.0,no
2400,volkswagen,1997,150000,125.0,no
15900,porsche,2005,125000,340.0,no
790,ford,2000,150000,60.0,unknown
24500,audi,2014,40000,208.0,no
900,audi,2016,150000,,no
11999,volkswagen,2010,80000,105.0,no
80,volkswagen,2006,150000,,unknown
850,opel,2001,150000,125.0,no
800,fiat,2000,150000,,unknown
1999,opel,2016,150000,101.0,no
10500,volkswagen,2009,70000,122.0,no
1100,volkswagen,1998,150000,90.0,no
1800,volkswagen,2001,150000,75.0,no
12000,audi,2007,150000,140.0,no
3300,mercedes_benz,2001,150000,165.0,yes
12750,mercedes_benz,2009,90000,122.0,no
10299,peugeot,2012,50000,120.0,no
1250,alfa_romeo,2001,150000,105.0,no
1590,bmw,1999,150000,245.0,unknown
1300,renault,2003,150000,75.0,no
849,opel,1997,150000,60.0,unknown
3900,volkswagen,1996,150000,102.0,unknown
650,opel,1999,150000,147.0,unknown
1,volkswagen,1997,125000,,unknown
8200,skoda,2010,40000,105.0,no
9500,skoda,2012,50000,86.0,no
2000,renault,2000,150000,139.0,no
18000,nissan,2014,40000,116.0,no
3300,ford,2007,150000,109.0,no
27700,audi,2014,10000,179.0,unknown
25500,mercedes_benz,1957,100000,100.0,unknown
5800,mazda,2007,90000,116.0,no
4200,fiat,2007,30000,77.0,no
1700,hyundai,2005,150000,58.0,no
399,audi,1992,150000,90.0,yes
100,seat,1991,80000,,unknown
2400,bmw,2016,150000,,unknown
800,mitsubishi,1998,90000,75.0,unknown
3800,mercedes_benz,1989,150000,132.0,no
700,fiat,2003,150000,60.0,yes
11400,mini,2009,90000,109.0,no
1400,volkswagen,1997,150000,90.0,yes
3700,opel,2006,125000,105.0,no
5799,ford,2010,150000,109.0,no
690,ford,2001,150000,90.0,yes
600,volkswagen,1995,150000,90.0,yes
29445,bmw,2012,40000,218.0,no
6100,volkswagen,2005,125000,116.0,no
3998,opel,2008,150000,101.0,no
17900,citroen,2011,90000,156.0,no
850,opel,2000,150000,116.0,unknown
5999,volvo,2006,150000,185.0,no
2500,mercedes_benz,1997,100000,122.0,unknown
350,peugeot,2000,150000,75.0,no
2000,mercedes_benz,2002,150000,125.0,no
13999,volkswagen,2013,30000,105.0,no
3500,daihatsu,2008,70000,91.0,unknown
19500,skoda,2014,40000,150.0,no
4000,skoda,2004,150000,163.0,no
550,fiat,1999,150000,54.0,no
1500,sonstige_autos,1999,150000,116.0,no
1750,skoda,2001,150000,,no
16900,volkswagen,2012,150000,170.0,no
29490,audi,2011,70000,272.0,no
7500,audi,1998,150000,179.0,no
9999,audi,2006,150000,170.0,no
2000,citroen,2003,150000,,no
33800,bmw,2012,60000,218.0,no
200,ford,1998,150000,,unknown
9450,ford,2012,60000,82.0,no
1499,opel,1999,150000,101.0,no
750,daihatsu,2000,150000,56.0,no
2399,audi,2000,150000,150.0,no
7750,volkswagen,2010,125000,122.0,no
1400,seat,2016,150000,75.0,no
4550,opel,2007,100000,105.0,no
2100,alfa_romeo,2004,150000,105.0,unknown
650,ford,2002,125000,50.0,no
2950,mercedes_benz,2001,150000,,no
6000,toyota,2006,125000,129.0,no
555,fiat,1999,125000,54.0,yes
21500,volvo,2013,90000,163.0,no
1299,peugeot,1997,125000,107.0,no
2500,peugeot,2002,150000,75.0,no
6300,opel,2010,60000,69.0,unknown
1000,opel,1989,150000,65.0,no
1200,volkswagen,2001,150000,60.0,unknown
1650,mercedes_benz,1999,150000,122.0,no
1200,volkswagen,1996,5000,90.0,unknown
400,renault,2000,150000,,unknown
13500,opel,2003,125000,147.0,no
4950,mercedes_benz,2006,150000,116.0,no
1300,peugeot,2000,150000,88.0,no
2500,ford,1994,125000,,no
3500,bmw,1993,150000,163.0,no
3250,volkswagen,1989,150000,,unknown
5000,bmw,2002,150000,184.0,no
35900,volkswagen,2012,80000,245.0,no
2300,volkswagen,2000,150000,116.0,unknown
4999,volkswagen,2005,150000,150.0,no
1200,volkswagen,1998,150000,101.0,no
1500,fiat,1998,150000,147.0,unknown
11200,volkswagen,2011,60000,105.0,no
1999,hyundai,2001,150000,136.0,no
5380,opel,2005,80000,90.0,no
5750,nissan,2005,125000,165.0,no
14999,volkswagen,2007,150000,131.0,no
6400,toyota,2013,20000,68.0,no
2321,peugeot,2016,150000,,no
1650,hyundai,2006,150000,63.0,no
2600,citroen,1997,150000,190.0,no
2650,nissan,2002,150000,114.0,no
6889,volkswagen,1994,150000,110.0,no
7430,bmw,2004,125000,116.0,no
16490,bmw,2009,150000,235.0,no
10750,bmw,2009,100000,170.0,no
5200,ford,2004,150000,131.0,no
9900,volkswagen,2005,150000,,no
7800,mercedes_benz,2005,150000,139.0,unknown
4950,volkswagen,2007,100000,80.0,no
7498,volkswagen,2007,150000,140.0,no
8250,audi,2007,150000,132.0,no
12000,porsche,1968,5000,131.0,no
4550,volkswagen,2003,150000,136.0,no
4200,kia,2007,150000,,no
29000,mercedes_benz,2007,125000,387.0,no
6950,audi,2006,150000,179.0,no
17999,mercedes_benz,2011,150000,204.0,no
8900,volkswagen,2007,100000,140.0,no
30000,porsche,2009,90000,310.0,no
799,renault,2000,150000,60.0,unknown
15000,audi,2009,150000,190.0,no
6680,chevrolet,2014,20000,68.0,no
22500,mercedes_benz,2010,125000,231.0,no
26900,volkswagen,2013,150000,245.0,no
499,mercedes_benz,2001,150000,95.0,unknown
8550,porsche,1991,125000,250.0,no
1599,renault,2004,150000,75.0,unknown
6700,volkswagen,2006,150000,140.0,no
600,ford,2001,125000,60.0,yes
16900,mercedes_benz,2011,40000,156.0,no
11300,bmw,2006,150000,231.0,unknown
380,renault,1997,125000,55.0,unknown
700,audi,2016,150000,125.0,unknown
28399,audi,2014,30000,150.0,no
2700,opel,2006,150000,120.0,no
13000,volkswagen,2016,125000,,unknown
1600,peugeot,2000,150000,115.0,no
8700,bmw,2008,80000,143.0,no
9000,volkswagen,2012,150000,140.0,yes
1250,opel,2001,150000,43.0,no
8450,nissan,2006,150000,174.0,no
800,trabant,1990,100000,,unknown
550,opel,1998,150000,82.0,no
18500,mercedes_benz,2007,100000,204.0,no
1999,mercedes_benz,2001,150000,170.0,yes
3999,opel,2005,150000,101.0,no
1500,mazda,1988,150000,140.0,unknown
16999,audi,2011,150000,190.0,no
2600,bmw,2002,150000,143.0,unknown
27500,mercedes_benz,2005,100000,500.0,no
12850,mercedes_benz,2009,150000,136.0,yes
1350,opel,2001,150000,58.0,no
900,opel,2016,150000,69.0,unknown
3300,honda,1999,90000,105.0,no
1150,audi,1998,150000,101.0,no
1900,volkswagen,2004,150000,140.0,unknown
6400,citroen,2011,150000,110.0,no
10500,suzuki,2012,80000,136.0,no
10900,mercedes_benz,2002,150000,306.0,no
2990,mini,1995,150000,53.0,no
2050,mercedes_benz,2001,150000,163.0,no
1350,renault,1996,150000,54.0,no
999,citroen,1998,150000,90.0,no
7750,audi,2008,150000,105.0,no
500,volkswagen,1995,150000,90.0,unknown
900,renault,1991,70000,54.0,unknown
1000,opel,1999,150000,136.0,no
9000,chevrolet,1985,125000,,unknown
2200,mercedes_benz,1988,150000,72.0,no
8200,bmw,2005,125000,129.0,no
6590,peugeot,2012,60000,95.0,no
15900,mercedes_benz,2005,90000,272.0,no
1190,peugeot,1999,150000,75.0,no
499,volkswagen,1997,150000,60.0,unknown
3650,peugeot,2001,125000,136.0,no
11900,volkswagen,2008,150000,131.0,no
1933,fiat,2004,150000,69.0,no
3000,volkswagen,1993,150000,98.0,no
600,opel,1995,125000,71.0,no
890,volkswagen,1999,150000,101.0,no
2999,peugeot,1997,150000,118.0,no
2000,mercedes_benz,1998,150000,136.0,no
7650,volkswagen,2006,150000,140.0,no
4950,sonstige_autos,2001,150000,120.0,no
11000,jeep,2007,150000,170.0,no
13500,bmw,2010,50000,143.0,no
1300,volkswagen,1995,150000,90.0,unknown
3200,peugeot,2004,125000,110.0,no
1200,bmw,1989,150000,113.0,no
24850,audi,2012,40000,160.0,no
1650,daewoo,2003,125000,,no
1990,opel,2002,125000,58.0,unknown
1800,opel,1994,150000,116.0,no
22000,mercedes_benz,2007,150000,387.0,no
7000,fiat,2010,100000,105.0,no
6500,mercedes_benz,1995,150000,220.0,no
6750,bmw,2007,150000,116.0,no
1650,opel,1995,150000,,unknown
10800,skoda,2013,5000,86.0,no
650,ford,1998,90000,60.0,unknown
4399,smart,2002,100000,61.0,no
6300,jaguar,2009,150000,145.0,no
3670,bmw,2000,125000,170.0,no
6500,volkswagen,2005,150000,131.0,unknown
1250,ford,2002,125000,60.0,no
4500,volkswagen,2005,90000,,unknown
5100,audi,2002,150000,131.0,no
450,seat,2000,150000,50.0,unknown
2000,volkswagen,2002,150000,115.0,unknown
9650,volkswagen,2007,90000,150.0,no
500,volkswagen,1993,150000,75.0,yes
6150,volkswagen,2007,70000,80.0,no
180,ford,2000,150000,,unknown
44200,sonstige_autos,1994,125000,224.0,no
650,opel,1996,150000,136.0,no
2750,smart,2002,100000,54.0,no
4990,renault,2008,90000,101.0,no
13499,volkswagen,2012,70000,105.0,no
2650,fiat,2006,150000,69.0,no
6000,opel,2007,50000,105.0,no
750,volkswagen,1990,5000,,unknown
21999,seat,2014,60000,184.0,no
650,opel,1999,150000,101.0,no
3000,bmw,1995,150000,193.0,no
10500,sonstige_autos,2009,60000,179.0,no
12200,volkswagen,2010,150000,140.0,no
4799,toyota,2007,150000,97.0,no
1800,volkswagen,2001,150000,116.0,yes
900,honda,1995,150000,90.0,unknown
4200,peugeot,2009,70000,,no
850,volkswagen,1997,150000,60.0,no
1600,ford,1992,100000,,unknown
1850,renault,2003,125000,58.0,no
8000,opel,2012,100000,114.0,no
1000,volkswagen,1997,150000,,no
950,volkswagen,1996,150000,68.0,unknown
15500,ford,2012,40000,,no
1050,chrysler,2003,100000,136.0,no
2650,opel,2005,150000,101.0,no
8100,audi,2005,150000,150.0,no
6400,ford,2011,60000,60.0,unknown
17650,mini,2011,90000,184.0,no
2400,volkswagen,2004,150000,75.0,no
1500,fiat,2000,125000,60.0,no
2499,audi,1998,150000,170.0,no
1300,opel,2003,150000,75.0,no
9000,audi,2008,125000,105.0,unknown
4700,chevrolet,2011,60000,68.0,no
4900,opel,2006,150000,184.0,no
11600,mini,2013,40000,98.0,no
780,volkswagen,1997,150000,125.0,no
4100,volkswagen,2005,150000,150.0,yes
650,ford,2016,150000,115.0,unknown
1000,nissan,1998,150000,102.0,yes
6000,volkswagen,1980,150000,110.0,no
1,opel,2004,150000,122.0,no
1,renault,1998,125000,58.0,unknown
19850,volkswagen,2011,50000,170.0,no
6900,mercedes_benz,2002,150000,163.0,unknown
9500,bmw,2006,60000,129.0,no
600,ford,1996,150000,60.0,no
499,ford,2001,90000,120.0,no
7500,volkswagen,2011,125000,75.0,no
2799,mazda,2003,150000,141.0,unknown
1950,fiat,1999,40000,,unknown
4600,ford,2005,80000,80.0,no
2500,seat,2004,125000,75.0,no
15950,audi,2008,150000,232.0,no
18999,audi,2011,50000,160.0,no
4600,nissan,2001,100000,136.0,no
4900,skoda,2010,80000,60.0,no
200,volkswagen,1995,150000,90.0,unknown
2150,volvo,1999,150000,,unknown
1000,opel,1985,80000,,unknown
16500,skoda,2012,70000,110.0,no
1800,toyota,1995,70000,75.0,no
1790,smart,2004,150000,50.0,no
5000,toyota,2006,150000,177.0,unknown
22000,bmw,2009,150000,286.0,no
5450,mercedes_benz,2002,150000,,no
16300,volkswagen,2011,80000,170.0,no
1100,bmw,1992,150000,101.0,no
1199,peugeot,2001,150000,60.0,no
3000,fiat,2007,50000,60.0,no
4999,volkswagen,1984,10000,,unknown
230,skoda,1993,80000,54.0,yes
700,renault,2001,150000,95.0,no
74900,land_rover,2014,30000,340.0,no
5980,seat,2007,70000,86.0,no
10666,ford,2011,125000,120.0,no
249,opel,1997,150000,60.0,no
1500,smart,2000,150000,60.0,no
270,opel,1998,150000,54.0,unknown
9950,audi,2003,125000,220.0,no
4900,opel,2006,150000,140.0,no
6950,volkswagen,2008,150000,140.0,no
3950,opel,2004,150000,105.0,no
3000,bmw,2000,150000,286.0,yes
2000,volkswagen,2000,150000,75.0,unknown
12699,audi,2008,150000,239.0,no
7999,audi,2005,150000,224.0,no
12000,volkswagen,2012,70000,105.0,no
8900,hyundai,2008,150000,170.0,no
650,citroen,1994,150000,86.0,unknown
1800,seat,2001,150000,,no
3300,mini,2002,150000,115.0,yes
3500,volkswagen,2016,150000,90.0,no
2200,bmw,2004,150000,116.0,yes
1300,ford,2002,150000,131.0,no
3999,hyundai,2009,90000,67.0,unknown
14599,volkswagen,2013,125000,140.0,no
3800,sonstige_autos,1952,60000,,unknown
9990,opel,2012,60000,95.0,no
3999,toyota,2008,70000,88.0,unknown
4900,bmw,2003,150000,170.0,no
2990,chevrolet,2007,150000,156.0,unknown
1999,lancia,2003,150000,128.0,no
11800,bmw,2007,150000,197.0,no
6750,renault,2015,10000,71.0,no
4100,volkswagen,2008,60000,54.0,no
1300,mercedes_benz,1997,150000,123.0,no
2500,smart,2004,150000,41.0,no
3799,fiat,1974,30000,37.0,no
4800,opel,2005,125000,105.0,no
1200,opel,2001,150000,147.0,unknown
2599,smart,2005,150000,75.0,no
3200,audi,2001,150000,155.0,no
1100,mazda,1999,150000,116.0,no
600,opel,2001,150000,144.0,yes
10500,volkswagen,2006,150000,,no
990,smart,1999,90000,40.0,unknown
750,volkswagen,1997,150000,,yes
5900,mercedes_benz,2003,150000,150.0,unknown
2399,peugeot,2006,150000,109.0,no
